DEP045549,,Milk Donors-Raw,,,,,,,
#02,3.88,1.03,6.96,0.96,13.51,20.76,,,
#03,3.88,1.03,6.98,0.96,13.53,20.78,,,
Mean,3.87,1.03,6.98,0.96,13.53,20.77,DEP045452,Milk Donors-Raw,1/16/2026 8:13:47 AM
StdDev,0.005,0.003,0.012,0.001,0.018,0.009,,,
,,,,,,,,,
DEP045451,,Milk Donors-Raw,,,,,,,
,Fat,Protein,Lactose,Nutr Pro,Solids,Cal,,,
Replicate,g/100g,g/100g,g/100g,g/100g,g/100g,-,,,
#01,3.83,1.04,7.11,0.96,13.68,20.83,,,
#02,3.85,1.04,7.11,0.96,13.68,20.87,,,
#03,3.83,1.04,7.11,0.96,13.68,20.82,,,
Mean,3.84,1.04,7.11,0.96,13.68,20.84,DEP045451,Milk Donors-Raw,1/14/2026 8:20:04 AM
StdDev,0.009,0.002,0.002,0.001,0.003,0.025,,,
,,,,,,,,,
DEP045450,,Milk Donors-Raw,,,,,,,
,Fat,Protein,Lactose,Nutr Pro,Solids,Cal,,,
Replicate,g/100g,g/100g,g/100g,g/100g,g/100g,-,,,
#01,4.21,1.01,6.99,0.95,13.98,21.69,,,
#02,4.22,1.02,7,0.95,13.98,21.74,,,
#03,4.23,1.01,7.01,0.95,13.98,21.75,,,
Mean,4.22,1.01,7,0.95,13.98,21.73,DEP045450,Milk Donors-Raw,1/15/2026 8:13:44 AM
StdDev,0.009,0.006,0.008,0.003,0.004,0.031,,,
,,,,,,,,,
DEP045449,,Milk Donors-Raw,,,,,,,
,Fat,Protein,Lactose,Nutr Pro,Solids,Cal,,,
Replicate,g/100g,g/100g,g/100g,g/100g,g/100g,-,,,
#01,4.09,1.01,7,0.95,13.83,21.38,,,
#02,4.09,1.01,6.99,0.95,13.8,21.34,,,
#03,4.09,1.01,7.01,0.95,13.83,21.37,,,
Mean,4.09,1.01,7,0.95,13.82,21.36,DEP045449,Milk Donors-Raw,1/13/2026 8:25:48 AM
StdDev,0.003,0.002,0.012,0.001,0.019,0.023,,,
,,,,,,,,,
DEP045444,,Milk Donors-Raw,,,,,,,
,Fat,Protein,Lactose,Nutr Pro,Solids,Cal,,,
Replicate,g/100g,g/100g,g/100g,g/100g,g/100g,-,,,
#01,5.92,1,7,0.94,15.54,26.42,,,
#02,5.95,0.99,6.98,0.94,15.51,26.46,,,
#03,5.94,1,7,0.94,15.56,26.47,,,
Mean,5.94,0.99,6.99,0.94,15.54,26.45,DEP045444,Milk Donors-Raw,1/12/2026 8:33:30 AM
StdDev,0.016,0.006,0.012,0.003,0.021,0.028,,,
,,,,,,,,,
DEP045396,,Milk Donors-Raw,,,,,,,
,Fat,Protein,Lactose,Nutr Pro,Solids,Cal,,,
Replicate,g/100g,g/100g,g/100g,g/100g,g/100g,-,,,
#01,5.94,1.17,7.01,1.02,16.73,26.78,,,
#02,5.95,1.18,7,1.03,16.72,26.8,,,
#03,5.98,1.18,7.02,1.03,16.79,26.9,,,
Mean,5.96,1.18,7.01,1.02,16.75,26.82,DEP045396,Milk Donors-Raw,1/15/2026 8:11:46 AM
StdDev,0.02,0.001,0.01,0.001,0.036,0.065,,,
,,,,,,,,,
DEP045262,,Milk Donors-Raw,,,,,,,
,Fat,Protein,Lactose,Nutr Pro,Solids,Cal,,,
Replicate,g/100g,g/100g,g/100g,g/100g,g/100g,-,,,
#01,3.32,1.27,7.18,1.07,13.36,19.87,,,
#02,3.3,1.28,7.21,1.07,13.41,19.88,,,
#03,3.31,1.28,7.21,1.07,13.4,19.9,,,
Mean,3.31,1.28,7.2,1.07,13.39,19.88,DEP045262,Milk Donors-Raw,1/12/2026 8:15:40 AM
StdDev,0.008,0.005,0.017,0.002,0.028,0.015,,,
,,,,,,,,,
DEP045239,,Milk Donors-Raw,,,,,,,
,Fat,Protein,Lactose,Nutr Pro,Solids,Cal,,,
Replicate,g/100g,g/100g,g/100g,g/100g,g/100g,-,,,
#01,3.39,1.28,6.27,1.07,12.59,19.01,,,
#02,3.37,1.28,6.27,1.07,12.59,18.97,,,
#03,3.39,1.29,6.29,1.08,12.61,19.03,,,
Mean,3.39,1.28,6.27,1.07,12.6,19,DEP045239,Milk Donors-Raw,1/15/2026 8:38:28 AM
StdDev,0.01,0.004,0.012,0.002,0.015,0.034,,,
,,,,,,,,,
DEP045223,,Milk Donors-Raw,,,,,,,
,Fat,Protein,Lactose,Nutr Pro,Solids,Cal,,,
Replicate,g/100g,g/100g,g/100g,g/100g,g/100g,-,,,
#01,6.55,1.02,7.01,0.95,16.84,28.2,,,
#02,6.55,1.02,6.98,0.95,16.81,28.18,,,
#03,6.56,1.02,6.99,0.95,16.81,28.2,,,
Mean,6.55,1.02,6.99,0.95,16.82,28.2,DEP045223,Milk Donors-Raw,1/16/2026 8:35:34 AM
StdDev,0.004,0.001,0.012,0.001,0.015,0.012,,,
,,,,,,,,,
DEP045222,,Milk Donors-Raw,,,,,,,
,Fat,Protein,Lactose,Nutr Pro,Solids,Cal,,,
Replicate,g/100g,g/100g,g/100g,g/100g,g/100g,-,,,
#01,5.71,1.03,7.25,0.96,16.1,26.17,,,
#02,5.72,1.03,7.24,0.96,16.09,26.2,,,
#03,5.71,1.02,7.25,0.96,16.11,26.17,,,
Mean,5.71,1.02,7.25,0.96,16.1,26.18,DEP045222,Milk Donors-Raw,1/15/2026 8:30:28 AM
StdDev,0.008,0.002,0.006,0.001,0.007,0.018,,,
,,,,,,,,,
DEP045221,,Milk Donors-Raw,,,,,,,
,Fat,Protein,Lactose,Nutr Pro,Solids,Cal,,,
Replicate,g/100g,g/100g,g/100g,g/100g,g/100g,-,,,
#01,5.71,1.01,7.06,0.95,15.71,25.91,,,
#02,5.73,1,7.07,0.95,15.72,25.96,,,
#03,5.7,1,7.06,0.95,15.72,25.9,,,
Mean,5.71,1,7.06,0.95,15.72,25.92,DEP045221,Milk Donors-Raw,1/12/2026 8:08:38 AM
StdDev,0.012,0.003,0.004,0.002,0.004,0.033,,,
,,,,,,,,,
DEP045218,,Milk Donors-Raw,,,,,,,
,Fat,Protein,Lactose,Nutr Pro,Solids,Cal,,,
Replicate,g/100g,g/100g,g/100g,g/100g,g/100g,-,,,
#01,2.62,0.97,7.23,0.93,12.27,17.47,,,
#02,2.62,0.97,7.24,0.93,12.28,17.49,,,
#03,2.61,0.97,7.24,0.93,12.28,17.47,,,
Mean,2.61,0.97,7.23,0.93,12.28,17.48,DEP045218,Milk Donors-Raw,1/14/2026 8:18:20 AM
StdDev,0.005,0.003,0.006,0.002,0.009,0.011,,,
,,,,,,,,,
DEP045215,,Milk Donors-Raw,,,,,,,
,Fat,Protein,Lactose,Nutr Pro,Solids,Cal,,,
Replicate,g/100g,g/100g,g/100g,g/100g,g/100g,-,,,
#01,4.23,1.01,7.04,0.95,13.68,21.8,,,
#02,4.23,1.02,7.06,0.95,13.7,21.82,,,
#03,4.23,1.02,7.06,0.95,13.71,21.82,,,
Mean,4.23,1.02,7.05,0.95,13.7,21.82,DEP045215,Milk Donors-Raw,1/15/2026 8:23:55 AM
StdDev,0.001,0.003,0.009,0.001,0.017,0.013,,,
,,,,,,,,,
DEP045201,,Milk Donors-Raw,,,,,,,
,Fat,Protein,Lactose,Nutr Pro,Solids,Cal,,,
Replicate,g/100g,g/100g,g/100g,g/100g,g/100g,-,,,
#01,2.83,1.01,6.97,0.95,12.2,17.82,,,
#02,2.81,1.01,6.98,0.95,12.2,17.79,,,
#03,2.82,1,6.98,0.95,12.2,17.81,,,
Mean,2.82,1.01,6.98,0.95,12.2,17.81,DEP045201,Milk Donors-Raw,1/12/2026 8:19:59 AM
StdDev,0.009,0.003,0.005,0.001,0.005,0.018,,,
,,,,,,,,,
DEP045153,,Milk Donors-Raw,,,,,,,
,Fat,Protein,Lactose,Nutr Pro,Solids,Cal,,,
Replicate,g/100g,g/100g,g/100g,g/100g,g/100g,-,,,
#01,3.76,1.11,7.05,1,13.55,20.67,,,
#02,3.77,1.11,7.04,1,13.53,20.68,,,
#03,3.77,1.11,7.05,1,13.54,20.69,,,
Mean,3.76,1.11,7.05,1,13.54,20.68,DEP045153,Milk Donors-Raw,1/13/2026 8:34:58 AM
StdDev,0.004,0.002,0.009,0.001,0.01,0.011,,,
,,,,,,,,,
DEP045129,,Milk Donors-Raw,,,,,,,
,Fat,Protein,Lactose,Nutr Pro,Solids,Cal,,,
Replicate,g/100g,g/100g,g/100g,g/100g,g/100g,-,,,
#01,4.2,1.34,7.23,1.1,14.58,22.5,,,
#02,4.2,1.35,7.26,1.1,14.61,22.54,,,
#03,4.2,1.35,7.25,1.11,14.61,22.55,,,
Mean,4.2,1.35,7.25,1.1,14.6,22.53,DEP045129,Milk Donors-Raw,1/13/2026 8:17:01 AM
StdDev,0.003,0.005,0.015,0.002,0.019,0.028,,,
,,,,,,,,,
DEP044735,,Milk Donors-Raw,,,,,,,
,Fat,Protein,Lactose,Nutr Pro,Solids,Cal,,,
Replicate,g/100g,g/100g,g/100g,g/100g,g/100g,-,,,
#01,3.55,0.89,7.07,0.9,12.85,19.76,,,
#02,3.56,0.9,7.11,0.9,12.89,19.82,,,
#03,3.56,0.9,7.07,0.9,12.86,19.78,,,
Mean,3.56,0.9,7.08,0.9,12.87,19.78,DEP044735,Milk Donors-Raw,1/14/2026 8:37:39 AM
StdDev,0.003,0.002,0.019,0.001,0.021,0.028,,,
,,,,,,,,,
DEP044616,,Milk Donors-Raw,,,,,,,
,Fat,Protein,Lactose,Nutr Pro,Solids,Cal,,,
Replicate,g/100g,g/100g,g/100g,g/100g,g/100g,-,,,
#01,4.21,1.18,6.86,1.03,14.04,21.81,,,
#02,4.21,1.19,6.88,1.03,14.06,21.84,,,
#03,4.21,1.19,6.89,1.03,14.08,21.86,,,
Mean,4.21,1.18,6.88,1.03,14.06,21.84,DEP044616,Milk Donors-Raw,1/16/2026 8:37:43 AM
StdDev,0.003,0.006,0.018,0.003,0.024,0.024,,,
,,,,,,,,,
DEP044503,,Milk Donors-Raw,,,,,,,
,Fat,Protein,Lactose,Nutr Pro,Solids,Cal,,,
Replicate,g/100g,g/100g,g/100g,g/100g,g/100g,-,,,
#01,2.84,1.01,7,0.95,12.25,17.9,,,
#02,2.84,1.01,6.97,0.95,12.2,17.86,,,
#03,2.83,1.02,6.97,0.95,12.2,17.83,,,
Mean,2.84,1.01,6.98,0.95,12.22,17.86,DEP044503,Milk Donors-Raw,1/13/2026 8:27:32 AM
StdDev,0.006,0.002,0.021,0.001,0.032,0.032,,,
,,,,,,,,,
DEP044366,,Milk Donors-Raw,,,,,,,
,Fat,Protein,Lactose,Nutr Pro,Solids,Cal,,,
Replicate,g/100g,g/100g,g/100g,g/100g,g/100g,-,,,
#01,6.44,1.64,6.58,1.24,16.91,28.46,,,
#02,6.45,1.64,6.58,1.24,16.91,28.48,,,
#03,6.45,1.64,6.61,1.24,16.95,28.52,,,
Mean,6.45,1.64,6.59,1.24,16.92,28.49,DEP044366,Milk Donors-Raw,1/16/2026 8:26:38 AM
StdDev,0.006,0.001,0.015,0,0.023,0.032,,,
,,,,,,,,,
DEP044253,,Milk Donors-Raw,,,,,,,
,Fat,Protein,Lactose,Nutr Pro,Solids,Cal,,,
Replicate,g/100g,g/100g,g/100g,g/100g,g/100g,-,,,
#01,3.11,1.12,7,1,12.88,18.82,,,
#02,3.1,1.12,6.99,1,12.85,18.77,,,
#03,3.1,1.12,7,1,12.87,18.8,,,
Mean,3.1,1.12,7,1,12.87,18.8,DEP044253,Milk Donors-Raw,1/15/2026 8:17:48 AM
StdDev,0.008,0.002,0.008,0.001,0.015,0.027,,,
,,,,,,,,,
DEP044142,,Milk Donors-Raw,,,,,,,
,Fat,Protein,Lactose,Nutr Pro,Solids,Cal,,,
Replicate,g/100g,g/100g,g/100g,g/100g,g/100g,-,,,
#01,4.65,1.08,6.72,0.98,14.07,22.69,,,
#02,4.65,1.07,6.71,0.98,14.05,22.66,,,
#03,4.66,1.07,6.72,0.98,14.06,22.7,,,
Mean,4.65,1.07,6.71,0.98,14.06,22.68,DEP044142,Milk Donors-Raw,1/14/2026 8:14:37 AM
StdDev,0.005,0.004,0.003,0.002,0.009,0.021,,,
,,,,,,,,,
DEP043912,,Milk Donors-Raw,,,,,,,
,Fat,Protein,Lactose,Nutr Pro,Solids,Cal,,,
Replicate,g/100g,g/100g,g/100g,g/100g,g/100g,-,,,
#01,3.3,1.19,6.65,1.03,12.71,19.06,,,
#02,3.32,1.2,6.68,1.04,12.75,19.16,,,
#03,3.32,1.2,6.65,1.03,12.71,19.11,,,
Mean,3.31,1.2,6.66,1.03,12.72,19.11,DEP043912,Milk Donors-Raw,1/14/2026 8:34:02 AM
StdDev,0.01,0.004,0.017,0.002,0.024,0.048,,,
,,,,,,,,,
DEP043885,,Milk Donors-Raw,,,,,,,
,Fat,Protein,Lactose,Nutr Pro,Solids,Cal,,,
Replicate,g/100g,g/100g,g/100g,g/100g,g/100g,-,,,
#01,4.17,1.03,6.96,0.96,13.52,21.58,,,
#02,4.16,1.04,6.99,0.96,13.56,21.59,,,
#03,4.17,1.04,6.99,0.96,13.56,21.61,,,
Mean,4.17,1.04,6.98,0.96,13.55,21.59,DEP043885,Milk Donors-Raw,1/15/2026 8:19:34 AM
StdDev,0.006,0.002,0.019,0.001,0.025,0.019,,,
,,,,,,,,,
DEP043845,,Milk Donors-Raw,,,,,,,
,Fat,Protein,Lactose,Nutr Pro,Solids,Cal,,,
Replicate,g/100g,g/100g,g/100g,g/100g,g/100g,-,,,
#01,3.09,0.91,6.85,0.91,12.18,18.25,,,
#02,3.09,0.92,6.87,0.91,12.2,18.27,,,
#03,3.08,0.92,6.89,0.91,12.21,18.28,,,
Mean,3.09,0.92,6.87,0.91,12.2,18.27,DEP043845,Milk Donors-Raw,1/13/2026 8:40:07 AM
StdDev,0.003,0.003,0.015,0.001,0.018,0.013,,,
,,,,,,,,,
DEP043838,,Milk Donors-Raw,,,,,,,
,Fat,Protein,Lactose,Nutr Pro,Solids,Cal,,,
Replicate,g/100g,g/100g,g/100g,g/100g,g/100g,-,,,
#01,3.45,1.42,7.19,1.13,13.85,20.49,,,
#02,3.44,1.42,7.19,1.13,13.84,20.46,,,
#03,3.43,1.41,7.2,1.13,13.84,20.45,,,
Mean,3.44,1.42,7.2,1.13,13.84,20.47,DEP043838,Milk Donors-Raw,1/12/2026 8:11:03 AM
StdDev,0.01,0.002,0.005,0.001,0.005,0.024,,,
,,,,,,,,,
DEP043823,,Milk Donors-Raw,,,,,,,
,Fat,Protein,Lactose,Nutr Pro,Solids,Cal,,,
Replicate,g/100g,g/100g,g/100g,g/100g,g/100g,-,,,
#01,3.09,1.16,7.05,1.02,12.92,18.91,,,
#02,3.09,1.16,7.04,1.02,12.9,18.88,,,
#03,3.09,1.16,7.03,1.02,12.9,18.88,,,
Mean,3.09,1.16,7.04,1.02,12.91,18.89,DEP043823,Milk Donors-Raw,1/13/2026 8:24:03 AM
StdDev,0.002,0.001,0.009,0.001,0.011,0.014,,,
,,,,,,,,,
DEP043821,,Milk Donors-Raw,,,,,,,
,Fat,Protein,Lactose,Nutr Pro,Solids,Cal,,,
Replicate,g/100g,g/100g,g/100g,g/100g,g/100g,-,,,
#01,3.89,1.02,7.29,0.96,14.01,21.17,,,
#02,3.88,1.03,7.29,0.96,14.02,21.17,,,
#03,3.89,1.03,7.3,0.96,14.02,21.2,,,
Mean,3.89,1.03,7.29,0.96,14.02,21.18,DEP043821,Milk Donors-Raw,1/16/2026 8:33:06 AM
StdDev,0.006,0.003,0.003,0.002,0.009,0.018,,,
,,,,,,,,,
DEP043793,,Milk Donors-Raw,,,,,,,
,Fat,Protein,Lactose,Nutr Pro,Solids,Cal,,,
Replicate,g/100g,g/100g,g/100g,g/100g,g/100g,-,,,
#01,2.54,0.95,7.41,0.92,12.12,17.43,,,
#02,2.52,0.94,7.43,0.92,12.13,17.4,,,
#03,2.53,0.95,7.44,0.92,12.14,17.43,,,
Mean,2.53,0.95,7.43,0.92,12.13,17.42,DEP043793,Milk Donors-Raw,1/12/2026 8:41:39 AM
StdDev,0.008,0,0.013,0,0.013,0.018,,,
,,,,,,,,,
DEP043776,,Milk Donors-Raw,,,,,,,
,Fat,Protein,Lactose,Nutr Pro,Solids,Cal,,,
Replicate,g/100g,g/100g,g/100g,g/100g,g/100g,-,,,
#01,2.93,1.39,6.95,1.12,12.86,18.73,,,
#02,2.95,1.4,6.97,1.12,12.9,18.82,,,
#03,2.95,1.4,7,1.13,12.94,18.86,,,
Mean,2.94,1.4,6.97,1.12,12.9,18.8,DEP043776,Milk Donors-Raw,1/16/2026 8:24:33 AM
StdDev,0.01,0.005,0.027,0.002,0.04,0.066,,,
,,,,,,,,,
DEP043772,,Milk Donors-Raw,,,,,,,
,Fat,Protein,Lactose,Nutr Pro,Solids,Cal,,,
Replicate,g/100g,g/100g,g/100g,g/100g,g/100g,-,,,
#01,4.79,1.31,6.97,1.09,14.73,23.76,,,
#02,4.8,1.31,6.98,1.09,14.76,23.79,,,
#03,4.81,1.31,7,1.09,14.79,23.86,,,
Mean,4.8,1.31,6.98,1.09,14.76,23.8,DEP043772,Milk Donors-Raw,1/13/2026 8:12:52 AM
StdDev,0.012,0.002,0.015,0.001,0.03,0.054,,,
,,,,,,,,,
DEP043708,,Milk Donors-Raw,,,,,,,
,Fat,Protein,Lactose,Nutr Pro,Solids,Cal,,,
Replicate,g/100g,g/100g,g/100g,g/100g,g/100g,-,,,
#01,3.03,1.03,7.19,0.96,12.87,18.66,,,
#02,3.02,1.03,7.17,0.96,12.85,18.63,,,
#03,3.05,1.03,7.16,0.96,12.83,18.68,,,
Mean,3.03,1.03,7.17,0.96,12.85,18.66,DEP043708,Milk Donors-Raw,1/14/2026 8:27:47 AM
StdDev,0.011,0.001,0.015,0.001,0.02,0.025,,,
,,,,,,,,,
DEP043613,,Milk Donors-Raw,,,,,,,
,Fat,Protein,Lactose,Nutr Pro,Solids,Cal,,,
Replicate,g/100g,g/100g,g/100g,g/100g,g/100g,-,,,
#01,3.41,1.19,6.73,1.03,12.9,19.45,,,
#02,3.41,1.19,6.72,1.03,12.87,19.44,,,
#03,3.41,1.19,6.76,1.03,12.92,19.49,,,
Mean,3.41,1.19,6.74,1.03,12.9,19.46,DEP043613,Milk Donors-Raw,1/16/2026 8:40:04 AM
StdDev,0.002,0.001,0.021,0,0.024,0.025,,,
,,,,,,,,,
DEP043591,,Milk Donors-Raw,,,,,,,
,Fat,Protein,Lactose,Nutr Pro,Solids,Cal,,,
Replicate,g/100g,g/100g,g/100g,g/100g,g/100g,-,,,
#01,3.59,0.96,6.81,0.93,12.91,19.67,,,
#02,3.59,0.97,6.83,0.93,12.95,19.69,,,
#03,3.58,0.97,6.84,0.93,12.95,19.69,,,
Mean,3.59,0.97,6.83,0.93,12.94,19.68,DEP043591,Milk Donors-Raw,1/12/2026 8:27:20 AM
StdDev,0.005,0.004,0.017,0.002,0.024,0.012,,,
,,,,,,,,,
DEP043588,,Milk Donors-Raw,,,,,,,
,Fat,Protein,Lactose,Nutr Pro,Solids,Cal,,,
Replicate,g/100g,g/100g,g/100g,g/100g,g/100g,-,,,
#01,4.62,0.97,6.4,0.93,13.54,22.07,,,
#02,4.63,0.98,6.4,0.93,13.56,22.1,,,
#03,4.64,0.98,6.41,0.93,13.56,22.11,,,
Mean,4.63,0.98,6.4,0.93,13.55,22.09,DEP043588,Milk Donors-Raw,1/15/2026 8:26:26 AM
StdDev,0.006,0.001,0.006,0,0.009,0.025,,,
,,,,,,,,,
DEP043553,,Milk Donors-Raw,,,,,,,
,Fat,Protein,Lactose,Nutr Pro,Solids,Cal,,,
Replicate,g/100g,g/100g,g/100g,g/100g,g/100g,-,,,
#01,3.66,0.88,6.53,0.89,12.44,19.39,,,
#02,3.65,0.88,6.56,0.89,12.49,19.41,,,
#03,3.66,0.88,6.55,0.89,12.46,19.39,,,
Mean,3.66,0.88,6.55,0.89,12.46,19.4,DEP043553,Milk Donors-Raw,1/15/2026 8:36:42 AM
StdDev,0.005,0.004,0.015,0.002,0.023,0.011,,,
,,,,,,,,,
DEP043545,,Milk Donors-Raw,,,,,,,
,Fat,Protein,Lactose,Nutr Pro,Solids,Cal,,,
Replicate,g/100g,g/100g,g/100g,g/100g,g/100g,-,,,
#01,3.55,0.94,6.93,0.92,13,19.66,,,
#02,3.55,0.94,6.92,0.92,12.96,19.63,,,
#03,3.53,0.95,6.94,0.92,12.99,19.61,,,
Mean,3.54,0.94,6.93,0.92,12.98,19.63,DEP043545,Milk Donors-Raw,1/16/2026 8:28:51 AM
StdDev,0.013,0.003,0.012,0.001,0.021,0.027,,,
,,,,,,,,,
DEP043478,,Milk Donors-Raw,,,,,,,
,Fat,Protein,Lactose,Nutr Pro,Solids,Cal,,,
Replicate,g/100g,g/100g,g/100g,g/100g,g/100g,-,,,
#01,3.38,1.06,6.98,0.97,12.93,19.44,,,
#02,3.38,1.05,6.95,0.97,12.87,19.4,,,
#03,3.39,1.05,6.95,0.97,12.87,19.41,,,
Mean,3.38,1.05,6.96,0.97,12.89,19.42,DEP043478,Milk Donors-Raw,1/16/2026 8:19:11 AM
StdDev,0.002,0.004,0.017,0.002,0.032,0.024,,,
,,,,,,,,,
DEP043477,,Milk Donors-Raw,,,,,,,
,Fat,Protein,Lactose,Nutr Pro,Solids,Cal,,,
Replicate,g/100g,g/100g,g/100g,g/100g,g/100g,-,,,
#01,3.3,1.18,6.96,1.03,12.94,19.42,,,
#02,3.3,1.16,6.98,1.02,12.93,19.4,,,
#03,3.3,1.17,6.98,1.02,12.93,19.4,,,
Mean,3.3,1.17,6.97,1.02,12.93,19.41,DEP043477,Milk Donors-Raw,1/12/2026 8:06:19 AM
StdDev,0.003,0.009,0.009,0.004,0.008,0.01,,,
,,,,,,,,,
DEP043460,,Milk Donors-Raw,,,,,,,
,Fat,Protein,Lactose,Nutr Pro,Solids,Cal,,,
Replicate,g/100g,g/100g,g/100g,g/100g,g/100g,-,,,
#01,3.68,1.32,6.87,1.09,13.4,20.59,,,
#02,3.67,1.32,6.86,1.09,13.39,20.56,,,
#03,3.67,1.32,6.87,1.09,13.4,20.56,,,
Mean,3.67,1.32,6.87,1.09,13.4,20.57,DEP043460,Milk Donors-Raw,1/12/2026 8:31:17 AM
StdDev,0.006,0.001,0.008,0,0.01,0.015,,,
,,,,,,,,,
DEP043410,,Milk Donors-Raw,,,,,,,
,Fat,Protein,Lactose,Nutr Pro,Solids,Cal,,,
Replicate,g/100g,g/100g,g/100g,g/100g,g/100g,-,,,
#01,3.67,1.11,7.08,0.99,13.52,20.44,,,
#02,3.66,1.1,7.05,0.99,13.48,20.39,,,
#03,3.68,1.1,7.06,0.99,13.48,20.44,,,
Mean,3.67,1.11,7.06,0.99,13.49,20.42,DEP043410,Milk Donors-Raw,1/13/2026 8:41:52 AM
StdDev,0.008,0.003,0.013,0.001,0.02,0.025,,,
,,,,,,,,,
DEP043390,,Milk Donors-Raw,,,,,,,
,Fat,Protein,Lactose,Nutr Pro,Solids,Cal,,,
Replicate,g/100g,g/100g,g/100g,g/100g,g/100g,-,,,
#01,3.15,1,7.26,0.95,12.98,19.04,,,
#02,3.16,1,7.27,0.94,12.99,19.07,,,
#03,3.15,0.99,7.25,0.94,12.95,19.03,,,
Mean,3.15,1,7.26,0.94,12.98,19.05,DEP043390,Milk Donors-Raw,1/16/2026 8:05:04 AM
StdDev,0.004,0.003,0.009,0.002,0.019,0.021,,,
,,,,,,,,,
DEP043349,,Milk Donors-Raw,,,,,,,
,Fat,Protein,Lactose,Nutr Pro,Solids,Cal,,,
Replicate,g/100g,g/100g,g/100g,g/100g,g/100g,-,,,
#01,3.36,1.17,6.43,1.02,12.37,18.95,,,
#02,3.37,1.17,6.45,1.02,12.38,18.98,,,
#03,3.37,1.18,6.41,1.03,12.35,18.94,,,
Mean,3.37,1.18,6.43,1.02,12.37,18.95,DEP043349,Milk Donors-Raw,1/15/2026 8:09:46 AM
StdDev,0.002,0.003,0.017,0.001,0.018,0.02,,,
,,,,,,,,,
DEP043302,,Milk Donors-Raw,,,,,,,
