DEP040326,,Milk Donors-Raw,,,,,,,
#01,5.09,1.05,6.99,0.97,15.01,24.2,,,
#02,5.11,1.05,7,0.97,15.02,24.25,,,
#03,5.11,1.05,7,0.97,15.02,24.25,,,
Mean,5.1,1.05,7,0.97,15.02,24.24,DEP039782,Milk Donors-Raw,7/10/2025 3:40:49 PM
StdDev,0.008,0.003,0.004,0.001,0.007,0.029,,,
,,,,,,,,,
DEP039695,,Milk Donors-Raw,,,,,,,
,Fat,Protein,Lactose,Nutr Pro,Solids,Cal,,,
Replicate,g/100g,g/100g,g/100g,g/100g,g/100g,-,,,
#01,3.4,1.16,7.24,1.02,13.27,19.98,,,
#02,3.4,1.16,7.24,1.02,13.28,19.99,,,
#03,3.42,1.16,7.25,1.02,13.29,20.05,,,
Mean,3.41,1.16,7.24,1.02,13.28,20.01,DEP039695,Milk Donors-Raw,7/10/2025 3:36:45 PM
StdDev,0.012,0.001,0.005,0,0.01,0.04,,,
,,,,,,,,,
DEP039662,,Milk Donors-Raw,,,,,,,
,Fat,Protein,Lactose,Nutr Pro,Solids,Cal,,,
Replicate,g/100g,g/100g,g/100g,g/100g,g/100g,-,,,
#01,3.25,1.25,7.17,1.06,13.21,19.62,,,
#02,3.25,1.24,7.12,1.06,13.14,19.58,,,
#03,3.26,1.25,7.16,1.06,13.2,19.64,,,
Mean,3.25,1.25,7.15,1.06,13.18,19.61,DEP039662,Milk Donors-Raw,7/7/2025 9:37:07 AM
StdDev,0.005,0.001,0.023,0.001,0.035,0.03,,,
,,,,,,,,,
DEP039510,,Milk Donors-Raw,,,,,,,
,Fat,Protein,Lactose,Nutr Pro,Solids,Cal,,,
Replicate,g/100g,g/100g,g/100g,g/100g,g/100g,-,,,
#01,2.89,0.94,7.09,0.92,12.26,18.01,,,
#02,2.89,0.94,7.08,0.92,12.24,18,,,
#03,2.89,0.94,7.08,0.92,12.23,18,,,
Mean,2.89,0.94,7.08,0.92,12.24,18,DEP039510,Milk Donors-Raw,7/7/2025 9:23:29 AM
StdDev,0.001,0.002,0.006,0.001,0.019,0.006,,,
,,,,,,,,,
DEP039389,,Milk Donors-Raw,,,,,,,
,Fat,Protein,Lactose,Nutr Pro,Solids,Cal,,,
Replicate,g/100g,g/100g,g/100g,g/100g,g/100g,-,,,
#01,3.56,1.26,7.07,1.06,13.67,20.4,,,
#02,3.58,1.27,7.08,1.07,13.69,20.47,,,
#03,3.55,1.27,7.09,1.07,13.71,20.42,,,
Mean,3.56,1.27,7.08,1.07,13.69,20.43,DEP039389,Milk Donors-Raw,7/8/2025 9:13:29 AM
StdDev,0.014,0.004,0.011,0.002,0.019,0.037,,,
,,,,,,,,,
DEP039384,,Milk Donors-Raw,,,,,,,
,Fat,Protein,Lactose,Nutr Pro,Solids,Cal,,,
Replicate,g/100g,g/100g,g/100g,g/100g,g/100g,-,,,
#01,1.65,1.11,7.42,1,11.53,15.26,,,
#02,1.65,1.11,7.41,1,11.52,15.23,,,
#03,1.65,1.11,7.4,1,11.51,15.23,,,
Mean,1.65,1.11,7.41,1,11.52,15.24,DEP039384,Milk Donors-Raw,7/7/2025 9:46:24 AM
StdDev,0.004,0.001,0.006,0,0.011,0.017,,,
,,,,,,,,,
DEP039344,,Milk Donors-Raw,,,,,,,
,Fat,Protein,Lactose,Nutr Pro,Solids,Cal,,,
Replicate,g/100g,g/100g,g/100g,g/100g,g/100g,-,,,
#01,2.6,1.57,7.38,1.2,13.38,18.62,,,
#02,2.6,1.57,7.38,1.2,13.37,18.63,,,
#03,2.59,1.56,7.39,1.2,13.37,18.6,,,
Mean,2.6,1.57,7.38,1.2,13.38,18.62,DEP039344,Milk Donors-Raw,7/10/2025 3:35:03 PM
StdDev,0.005,0.004,0.004,0.002,0.003,0.017,,,
,,,,,,,,,
DEP038926,,Milk Donors-Raw,,,,,,,
,Fat,Protein,Lactose,Nutr Pro,Solids,Cal,,,
Replicate,g/100g,g/100g,g/100g,g/100g,g/100g,-,,,
#01,2.83,1.23,7.36,1.05,12.63,18.66,,,
#02,2.82,1.23,7.34,1.05,12.61,18.61,,,
#03,2.83,1.23,7.33,1.05,12.6,18.62,,,
Mean,2.83,1.23,7.34,1.05,12.61,18.63,DEP038926,Milk Donors-Raw,7/8/2025 8:48:57 AM
StdDev,0.005,0.002,0.012,0.001,0.018,0.026,,,
,,,,,,,,,
DEP038737,,Milk Donors-Raw,,,,,,,
,Fat,Protein,Lactose,Nutr Pro,Solids,Cal,,,
Replicate,g/100g,g/100g,g/100g,g/100g,g/100g,-,,,
#01,3.76,1.1,7.24,0.99,13.83,20.88,,,
#02,3.76,1.1,7.26,0.99,13.87,20.92,,,
#03,3.77,1.1,7.25,0.99,13.84,20.9,,,
Mean,3.76,1.1,7.25,0.99,13.85,20.9,DEP038737,Milk Donors-Raw,7/10/2025 3:38:56 PM
StdDev,0.001,0.003,0.012,0.002,0.019,0.019,,,
,,,,,,,,,
DEP038673,,Milk Donors-Raw,,,,,,,
,Fat,Protein,Lactose,Nutr Pro,Solids,Cal,,,
Replicate,g/100g,g/100g,g/100g,g/100g,g/100g,-,,,
#01,3.2,1.57,7.23,1.2,13.75,20.1,,,
#02,3.19,1.58,7.24,1.21,13.77,20.11,,,
#03,3.19,1.58,7.25,1.21,13.79,20.14,,,
Mean,3.19,1.58,7.24,1.21,13.77,20.11,DEP038673,Milk Donors-Raw,7/8/2025 8:55:33 AM
StdDev,0.004,0.004,0.013,0.002,0.022,0.021,,,
,,,,,,,,,
DEP038420,,Milk Donors-Raw,,,,,,,
,Fat,Protein,Lactose,Nutr Pro,Solids,Cal,,,
Replicate,g/100g,g/100g,g/100g,g/100g,g/100g,-,,,
#01,4.41,1.35,7.06,1.1,14.9,22.89,,,
#02,4.4,1.36,7.09,1.11,14.93,22.9,,,
#03,4.39,1.36,7.08,1.11,14.92,22.88,,,
Mean,4.4,1.35,7.08,1.11,14.92,22.89,DEP038420,Milk Donors-Raw,7/8/2025 8:57:19 AM
StdDev,0.007,0.003,0.013,0.001,0.02,0.008,,,
,,,,,,,,,
DEP038229,,Milk Donors-Raw,,,,,,,
,Fat,Protein,Lactose,Nutr Pro,Solids,Cal,,,
Replicate,g/100g,g/100g,g/100g,g/100g,g/100g,-,,,
#01,3.7,0.98,7.17,0.94,13.28,20.42,,,
#02,3.68,0.98,7.18,0.94,13.3,20.41,,,
#03,3.68,0.99,7.2,0.94,13.33,20.42,,,
Mean,3.69,0.98,7.18,0.94,13.3,20.42,DEP038229,Milk Donors-Raw,7/10/2025 3:46:35 PM
StdDev,0.008,0.005,0.013,0.002,0.022,0.009,,,
,,,,,,,,,
DEP038092,,Milk Donors-Raw,,,,,,,
,Fat,Protein,Lactose,Nutr Pro,Solids,Cal,,,
Replicate,g/100g,g/100g,g/100g,g/100g,g/100g,-,,,
#01,2.37,1.04,6.77,0.96,11.52,16.36,,,
#02,2.38,1.03,6.76,0.96,11.5,16.35,,,
#03,2.37,1.03,6.74,0.96,11.47,16.32,,,
Mean,2.37,1.03,6.76,0.96,11.5,16.34,DEP038092,Milk Donors-Raw,7/7/2025 9:40:27 AM
StdDev,0.002,0.005,0.012,0.002,0.023,0.024,,,
,,,,,,,,,
DEP038063,,Milk Donors-Raw,,,,,,,
,Fat,Protein,Lactose,Nutr Pro,Solids,Cal,,,
Replicate,g/100g,g/100g,g/100g,g/100g,g/100g,-,,,
#01,4.48,1.21,6.96,1.04,14.58,22.72,,,
#02,4.5,1.21,6.97,1.04,14.6,22.81,,,
#03,4.49,1.22,6.98,1.04,14.62,22.79,,,
Mean,4.49,1.21,6.97,1.04,14.6,22.77,DEP038063,Milk Donors-Raw,7/7/2025 9:34:08 AM
StdDev,0.013,0.002,0.012,0.001,0.021,0.047,,,
,,,,,,,,,
DEP038007,,Milk Donors-Raw,,,,,,,
,Fat,Protein,Lactose,Nutr Pro,Solids,Cal,,,
Replicate,g/100g,g/100g,g/100g,g/100g,g/100g,-,,,
#01,4.95,1.25,6.97,1.06,15.35,24.11,,,
#02,4.96,1.25,6.96,1.06,15.35,24.13,,,
#03,4.96,1.24,6.99,1.06,15.38,24.14,,,
Mean,4.96,1.25,6.97,1.06,15.36,24.13,DEP038007,Milk Donors-Raw,7/8/2025 8:51:49 AM
StdDev,0.005,0.001,0.014,0.001,0.017,0.015,,,
,,,,,,,,,
DEP037936,,Milk Donors-Raw,,,,,,,
,Fat,Protein,Lactose,Nutr Pro,Solids,Cal,,,
Replicate,g/100g,g/100g,g/100g,g/100g,g/100g,-,,,
#01,5.88,1.16,7.17,1.02,16.69,26.79,,,
#02,5.88,1.16,7.17,1.02,16.68,26.77,,,
#03,5.88,1.16,7.18,1.02,16.68,26.79,,,
Mean,5.88,1.16,7.17,1.02,16.68,26.78,DEP037936,Milk Donors-Raw,7/7/2025 9:52:30 AM
StdDev,0.003,0.002,0.005,0.001,0.007,0.011,,,
,,,,,,,,,
DEP037936,,Milk Donors-Raw,,,,,,,
,Fat,Protein,Lactose,Nutr Pro,Solids,Cal,,,
Replicate,g/100g,g/100g,g/100g,g/100g,g/100g,-,,,
#01,5.71,1.14,6.97,1.01,16.19,26.05,,,
#02,5.72,1.14,6.99,1.01,16.22,26.08,,,
#03,5.73,1.15,7.01,1.01,16.24,26.15,,,
Mean,5.72,1.15,6.99,1.01,16.22,26.09,DEP037936,Milk Donors-Raw,7/7/2025 9:27:31 AM
StdDev,0.007,0.004,0.017,0.002,0.026,0.047,,,
,,,,,,,,,
DEP037905,,Milk Donors-Raw,,,,,,,
,Fat,Protein,Lactose,Nutr Pro,Solids,Cal,,,
Replicate,g/100g,g/100g,g/100g,g/100g,g/100g,-,,,
#01,5.48,1.06,7.02,0.97,15.45,25.31,,,
#02,5.47,1.06,7.04,0.97,15.49,25.34,,,
#03,5.47,1.06,7.05,0.97,15.5,25.33,,,
Mean,5.47,1.06,7.04,0.97,15.48,25.33,DEP037905,Milk Donors-Raw,7/7/2025 9:50:27 AM
StdDev,0.004,0.001,0.017,0,0.025,0.015,,,
,,,,,,,,,
DEP037905,,Milk Donors-Raw,,,,,,,
,Fat,Protein,Lactose,Nutr Pro,Solids,Cal,,,
Replicate,g/100g,g/100g,g/100g,g/100g,g/100g,-,,,
#01,5.42,1.06,7.06,0.97,15.44,25.21,,,
#02,5.43,1.06,7.06,0.97,15.44,25.23,,,
#03,5.42,1.07,7.1,0.98,15.51,25.25,,,
Mean,5.42,1.06,7.07,0.97,15.46,25.23,DEP037905,Milk Donors-Raw,7/7/2025 9:25:15 AM
StdDev,0.007,0.005,0.02,0.002,0.038,0.019,,,
,,,,,,,,,
DEP037837,,Milk Donors-Raw,,,,,,,
,Fat,Protein,Lactose,Nutr Pro,Solids,Cal,,,
Replicate,g/100g,g/100g,g/100g,g/100g,g/100g,-,,,
#01,3.04,1.01,7.22,0.95,13,18.69,,,
#02,3.04,1.01,7.26,0.95,13.05,18.75,,,
#03,3.04,1.01,7.27,0.95,13.07,18.78,,,
Mean,3.04,1.01,7.25,0.95,13.04,18.74,DEP037837,Milk Donors-Raw,7/8/2025 9:25:25 AM
StdDev,0.003,0.004,0.027,0.002,0.038,0.046,,,
,,,,,,,,,
DEP037748,,Milk Donors-Raw,,,,,,,
,Fat,Protein,Lactose,Nutr Pro,Solids,Cal,,,
Replicate,g/100g,g/100g,g/100g,g/100g,g/100g,-,,,
#01,3.89,1.01,7.08,0.95,13.75,20.88,,,
#02,3.88,1.01,7.1,0.95,13.77,20.88,,,
#03,3.87,1.01,7.12,0.95,13.81,20.89,,,
Mean,3.88,1.01,7.1,0.95,13.78,20.89,DEP037748,Milk Donors-Raw,7/8/2025 9:31:23 AM
StdDev,0.008,0.001,0.022,0,0.026,0.007,,,
,,,,,,,,,
DEP037467,,Milk Donors-Raw,,,,,,,
,Fat,Protein,Lactose,Nutr Pro,Solids,Cal,,,
Replicate,g/100g,g/100g,g/100g,g/100g,g/100g,-,,,
#01,3.87,1.13,7.19,1,14.06,21.18,,,
#02,3.88,1.13,7.17,1,14.04,21.18,,,
#03,3.87,1.13,7.17,1,14.03,21.16,,,
Mean,3.88,1.13,7.18,1,14.04,21.17,DEP037467,Milk Donors-Raw,7/8/2025 9:15:26 AM
StdDev,0.003,0.001,0.009,0,0.019,0.01,,,
,,,,,,,,,
DEP037455,,Milk Donors-Raw,,,,,,,
,Fat,Protein,Lactose,Nutr Pro,Solids,Cal,,,
Replicate,g/100g,g/100g,g/100g,g/100g,g/100g,-,,,
#01,4.65,1.77,6.7,1.29,15.42,23.85,,,
#02,4.65,1.77,6.7,1.29,15.42,23.85,,,
#03,4.65,1.78,6.73,1.3,15.46,23.9,,,
Mean,4.65,1.77,6.71,1.3,15.43,23.87,DEP037455,Milk Donors-Raw,7/7/2025 10:01:04 AM
StdDev,0.001,0.004,0.016,0.002,0.022,0.026,,,
,,,,,,,,,
DEP037428,,Milk Donors-Raw,,,,,,,
,Fat,Protein,Lactose,Nutr Pro,Solids,Cal,,,
Replicate,g/100g,g/100g,g/100g,g/100g,g/100g,-,,,
#01,4.93,1.02,7.34,0.95,15.26,24.09,,,
#02,4.94,1.02,7.36,0.95,15.27,24.15,,,
#03,4.94,1.02,7.36,0.95,15.28,24.16,,,
Mean,4.94,1.02,7.36,0.95,15.27,24.13,DEP037428,Milk Donors-Raw,7/10/2025 3:50:25 PM
StdDev,0.008,0.001,0.011,0.001,0.014,0.036,,,
,,,,,,,,,
DEP037042,,Milk Donors-Raw,,,,,,,
,Fat,Protein,Lactose,Nutr Pro,Solids,Cal,,,
Replicate,g/100g,g/100g,g/100g,g/100g,g/100g,-,,,
#01,3.59,1.02,7.35,0.96,13.52,20.4,,,
#02,3.6,1.02,7.31,0.95,13.45,20.38,,,
#03,3.59,1.02,7.32,0.96,13.47,20.37,,,
Mean,3.59,1.02,7.33,0.95,13.48,20.38,DEP037042,Milk Donors-Raw,7/7/2025 10:05:10 AM
StdDev,0.007,0.003,0.021,0.001,0.033,0.018,,,
,,,,,,,,,
DEP036908,,Milk Donors-Raw,,,,,,,
,Fat,Protein,Lactose,Nutr Pro,Solids,Cal,,,
Replicate,g/100g,g/100g,g/100g,g/100g,g/100g,-,,,
#01,3.55,1.17,7.37,1.02,13.84,20.56,,,
#02,3.56,1.16,7.34,1.02,13.78,20.53,,,
#03,3.55,1.17,7.37,1.02,13.83,20.56,,,
Mean,3.55,1.16,7.36,1.02,13.82,20.55,DEP036908,Milk Donors-Raw,7/8/2025 9:33:30 AM
StdDev,0.005,0.007,0.017,0.003,0.033,0.018,,,
,,,,,,,,,
DEP036780,,Milk Donors-Raw,,,,,,,
,Fat,Protein,Lactose,Nutr Pro,Solids,Cal,,,
Replicate,g/100g,g/100g,g/100g,g/100g,g/100g,-,,,
#01,3.9,0.92,7.02,0.91,13.33,20.68,,,
#02,3.88,0.91,7.03,0.91,13.34,20.66,,,
#03,3.9,0.92,7.02,0.91,13.33,20.69,,,
Mean,3.89,0.92,7.02,0.91,13.33,20.68,DEP036780,Milk Donors-Raw,7/10/2025 3:53:55 PM
StdDev,0.008,0.002,0.005,0.001,0.005,0.019,,,
,,,,,,,,,
DEP036553,,Milk Donors-Raw,,,,,,,
,Fat,Protein,Lactose,Nutr Pro,Solids,Cal,,,
Replicate,g/100g,g/100g,g/100g,g/100g,g/100g,-,,,
#01,1.89,1.08,7.48,0.98,11.87,15.94,,,
#02,1.89,1.08,7.5,0.98,11.91,15.98,,,
#03,1.9,1.08,7.49,0.98,11.88,15.98,,,
Mean,1.9,1.08,7.49,0.98,11.89,15.97,DEP036553,Milk Donors-Raw,7/10/2025 3:44:52 PM
StdDev,0.008,0.003,0.013,0.001,0.018,0.027,,,
,,,,,,,,,
DEP036450,,Milk Donors-Raw,,,,,,,
,Fat,Protein,Lactose,Nutr Pro,Solids,Cal,,,
Replicate,g/100g,g/100g,g/100g,g/100g,g/100g,-,,,
#01,4.35,1.43,7.31,1.14,15.35,23.16,,,
#02,4.36,1.43,7.29,1.14,15.33,23.17,,,
#03,4.36,1.43,7.3,1.14,15.33,23.17,,,
Mean,4.36,1.43,7.3,1.14,15.34,23.17,DEP036450,Milk Donors-Raw,7/7/2025 9:48:17 AM
StdDev,0.004,0.001,0.008,0.001,0.013,0.003,,,
,,,,,,,,,
DEP036180,,Milk Donors-Raw,,,,,,,
,Fat,Protein,Lactose,Nutr Pro,Solids,Cal,,,
Replicate,g/100g,g/100g,g/100g,g/100g,g/100g,-,,,
#01,3.3,1.26,7.37,1.06,13.85,20.03,,,
#02,3.3,1.27,7.4,1.07,13.89,20.08,,,
#03,3.3,1.27,7.4,1.07,13.88,20.06,,,
Mean,3.3,1.26,7.39,1.07,13.87,20.06,DEP036180,Milk Donors-Raw,7/8/2025 9:39:09 AM
StdDev,0.004,0.003,0.014,0.001,0.018,0.026,,,
,,,,,,,,,
DEP035751,,Milk Donors-Raw,,,,,,,
,Fat,Protein,Lactose,Nutr Pro,Solids,Cal,,,
Replicate,g/100g,g/100g,g/100g,g/100g,g/100g,-,,,
#01,3.88,1.2,7.06,1.04,13.96,21.16,,,
#02,3.86,1.2,7.08,1.04,13.98,21.14,,,
#03,3.87,1.2,7.07,1.04,13.96,21.14,,,
Mean,3.87,1.2,7.07,1.04,13.97,21.15,DEP035751,Milk Donors-Raw,7/10/2025 3:52:02 PM
StdDev,0.008,0.002,0.009,0.001,0.013,0.01,,,
,,,,,,,,,
DEP035257,,Milk Donors-Raw,,,,,,,
,Fat,Protein,Lactose,Nutr Pro,Solids,Cal,,,
Replicate,g/100g,g/100g,g/100g,g/100g,g/100g,-,,,
#01,4.32,1,7.49,0.95,14.76,22.57,,,
#02,4.31,0.99,7.5,0.94,14.75,22.54,,,
#03,4.31,0.99,7.49,0.94,14.74,22.53,,,
Mean,4.32,0.99,7.49,0.94,14.75,22.54,DEP035257,Milk Donors-Raw,7/7/2025 10:02:54 AM
StdDev,0.006,0.004,0.004,0.002,0.011,0.021,,,
,,,,,,,,,
DEP035041,,Milk Donors-Raw,,,,,,,
,Fat,Protein,Lactose,Nutr Pro,Solids,Cal,,,
Replicate,g/100g,g/100g,g/100g,g/100g,g/100g,-,,,
#01,4.09,1.1,7.4,0.99,14.21,21.99,,,
#02,4.1,1.09,7.37,0.99,14.16,21.97,,,
#03,4.08,1.1,7.39,0.99,14.19,21.94,,,
Mean,4.09,1.1,7.38,0.99,14.19,21.97,DEP035041,Milk Donors-Raw,7/10/2025 3:48:14 PM
StdDev,0.01,0.003,0.015,0.002,0.025,0.027,,,
