DEP045601,,Milk Donors-Raw,,,,,,,
#01,3.57,0.89,6.89,0.89,12.73,19.57,,,
#02,3.58,0.89,6.88,0.89,12.72,19.58,,,
#03,3.58,0.88,6.88,0.89,12.73,19.59,,,
Mean,3.57,0.89,6.88,0.89,12.73,19.58,DEP045469,Milk Donors-Raw,1/21/2026 8:48:57 AM
StdDev,0.006,0.001,0.001,0,0.004,0.013,,,
,,,,,,,,,
DEP045398,,Milk Donors-Raw,,,,,,,
,Fat,Protein,Lactose,Nutr Pro,Solids,Cal,,,
Replicate,g/100g,g/100g,g/100g,g/100g,g/100g,-,,,
#01,6,1.13,6.98,1,16.64,26.82,,,
#02,6,1.13,6.98,1,16.65,26.82,,,
#03,6,1.12,6.98,1,16.64,26.82,,,
Mean,6,1.13,6.98,1,16.64,26.82,DEP045398,Milk Donors-Raw,1/20/2026 8:33:24 AM
StdDev,0,0.001,0.002,0.001,0.004,0.004,,,
,,,,,,,,,
DEP044845,,Milk Donors-Raw,,,,,,,
,Fat,Protein,Lactose,Nutr Pro,Solids,Cal,,,
Replicate,g/100g,g/100g,g/100g,g/100g,g/100g,-,,,
#01,4.03,0.92,6.68,0.91,13.26,20.67,,,
#02,4.03,0.91,6.67,0.91,13.24,20.63,,,
#03,4.03,0.92,6.7,0.91,13.28,20.68,,,
Mean,4.03,0.91,6.69,0.91,13.26,20.66,DEP044845,Milk Donors-Raw,1/23/2026 8:40:28 AM
StdDev,0.003,0.003,0.014,0.001,0.021,0.025,,,
,,,,,,,,,
DEP044766,,Milk Donors-Raw,,,,,,,
,Fat,Protein,Lactose,Nutr Pro,Solids,Cal,,,
Replicate,g/100g,g/100g,g/100g,g/100g,g/100g,-,,,
#01,4.3,1.13,7.02,1,14.33,22.16,,,
#02,4.3,1.13,7.01,1,14.32,22.14,,,
#03,4.3,1.13,7.03,1,14.33,22.18,,,
Mean,4.3,1.13,7.02,1,14.33,22.16,DEP044766,Milk Donors-Raw,1/21/2026 8:34:48 AM
StdDev,0.003,0.001,0.006,0.001,0.005,0.017,,,
,,,,,,,,,
DEP044747,,Milk Donors-Raw,,,,,,,
,Fat,Protein,Lactose,Nutr Pro,Solids,Cal,,,
Replicate,g/100g,g/100g,g/100g,g/100g,g/100g,-,,,
#01,3.6,1.35,6.53,1.11,13.08,20.02,,,
#02,3.61,1.35,6.53,1.1,13.07,20.04,,,
#03,3.62,1.35,6.53,1.1,13.07,20.07,,,
Mean,3.61,1.35,6.53,1.1,13.08,20.04,DEP044747,Milk Donors-Raw,1/22/2026 8:19:38 AM
StdDev,0.01,0.003,0.003,0.001,0.004,0.024,,,
,,,,,,,,,
DEP044589,,Milk Donors-Raw,,,,,,,
,Fat,Protein,Lactose,Nutr Pro,Solids,Cal,,,
Replicate,g/100g,g/100g,g/100g,g/100g,g/100g,-,,,
#01,2.61,0.95,6.81,0.92,11.54,16.93,,,
#02,2.6,0.96,6.83,0.93,11.57,16.94,,,
#03,2.61,0.95,6.83,0.92,11.56,16.95,,,
Mean,2.61,0.95,6.82,0.92,11.56,16.94,DEP044589,Milk Donors-Raw,1/19/2026 8:35:33 AM
StdDev,0.006,0.003,0.013,0.001,0.016,0.012,,,
,,,,,,,,,
DEP044535,,Milk Donors-Raw,,,,,,,
,Fat,Protein,Lactose,Nutr Pro,Solids,Cal,,,
Replicate,g/100g,g/100g,g/100g,g/100g,g/100g,-,,,
#01,3.41,1.15,6.76,1.01,12.58,19.43,,,
#02,3.41,1.16,6.76,1.02,12.58,19.43,,,
#03,3.41,1.16,6.76,1.02,12.6,19.44,,,
Mean,3.41,1.16,6.76,1.02,12.59,19.43,DEP044535,Milk Donors-Raw,1/20/2026 8:20:12 AM
StdDev,0.003,0.006,0.005,0.002,0.011,0.006,,,
,,,,,,,,,
DEP044458,,Milk Donors-Raw,,,,,,,
,Fat,Protein,Lactose,Nutr Pro,Solids,Cal,,,
Replicate,g/100g,g/100g,g/100g,g/100g,g/100g,-,,,
#01,3.05,1.01,7.28,0.95,12.84,18.8,,,
#02,3.03,1.01,7.28,0.95,12.83,18.76,,,
#03,3.05,1.01,7.29,0.95,12.84,18.83,,,
Mean,3.04,1.01,7.28,0.95,12.84,18.8,DEP044458,Milk Donors-Raw,1/19/2026 8:21:05 AM
StdDev,0.01,0.001,0.005,0.001,0.004,0.032,,,
,,,,,,,,,
DEP044454,,Milk Donors-Raw,,,,,,,
,Fat,Protein,Lactose,Nutr Pro,Solids,Cal,,,
Replicate,g/100g,g/100g,g/100g,g/100g,g/100g,-,,,
#01,3.62,1.07,7.31,0.98,13.69,20.51,,,
#02,3.63,1.07,7.32,0.98,13.71,20.54,,,
#03,3.63,1.06,7.3,0.98,13.69,20.54,,,
Mean,3.63,1.07,7.31,0.98,13.7,20.53,DEP044454,Milk Donors-Raw,1/21/2026 8:32:42 AM
StdDev,0.007,0.003,0.01,0.001,0.012,0.016,,,
,,,,,,,,,
DEP044396,,Milk Donors-Raw,,,,,,,
,Fat,Protein,Lactose,Nutr Pro,Solids,Cal,,,
Replicate,g/100g,g/100g,g/100g,g/100g,g/100g,-,,,
#01,3.77,1.61,6.61,1.22,13.97,21.04,,,
#02,3.76,1.6,6.62,1.22,13.97,21.01,,,
#03,3.77,1.59,6.64,1.21,13.96,21.03,,,
Mean,3.77,1.6,6.62,1.22,13.96,21.03,DEP044396,Milk Donors-Raw,1/20/2026 8:05:32 AM
StdDev,0.005,0.01,0.014,0.005,0.007,0.011,,,
,,,,,,,,,
DEP044254,,Milk Donors-Raw,,,,,,,
,Fat,Protein,Lactose,Nutr Pro,Solids,Cal,,,
Replicate,g/100g,g/100g,g/100g,g/100g,g/100g,-,,,
#01,3.13,1.25,7.52,1.06,13.68,19.73,,,
#02,3.12,1.25,7.55,1.06,13.71,19.71,,,
#03,3.11,1.26,7.57,1.06,13.74,19.73,,,
Mean,3.12,1.25,7.55,1.06,13.71,19.72,DEP044254,Milk Donors-Raw,1/23/2026 8:24:32 AM
StdDev,0.011,0.004,0.023,0.002,0.031,0.011,,,
,,,,,,,,,
DEP044214,,Milk Donors-Raw,,,,,,,
,Fat,Protein,Lactose,Nutr Pro,Solids,Cal,,,
Replicate,g/100g,g/100g,g/100g,g/100g,g/100g,-,,,
#01,3.27,1.23,7.11,1.05,13.25,19.59,,,
#02,3.28,1.23,7.13,1.05,13.29,19.63,,,
#03,3.28,1.23,7.14,1.05,13.29,19.63,,,
Mean,3.28,1.23,7.13,1.05,13.28,19.62,DEP044214,Milk Donors-Raw,1/22/2026 8:47:58 AM
StdDev,0.002,0.001,0.016,0,0.02,0.023,,,
,,,,,,,,,
DEP043846,,Milk Donors-Raw,,,,,,,
,Fat,Protein,Lactose,Nutr Pro,Solids,Cal,,,
Replicate,g/100g,g/100g,g/100g,g/100g,g/100g,-,,,
#01,2.91,0.89,6.93,0.9,12.01,17.78,,,
#02,2.9,0.9,6.96,0.9,12.06,17.82,,,
#03,2.9,0.89,6.93,0.9,12.01,17.78,,,
Mean,2.9,0.89,6.94,0.9,12.03,17.79,DEP043846,Milk Donors-Raw,1/22/2026 8:37:34 AM
StdDev,0.004,0.004,0.02,0.002,0.029,0.022,,,
,,,,,,,,,
DEP043792,,Milk Donors-Raw,,,,,,,
,Fat,Protein,Lactose,Nutr Pro,Solids,Cal,,,
Replicate,g/100g,g/100g,g/100g,g/100g,g/100g,-,,,
#01,2.79,0.88,7.12,0.89,12.11,17.67,,,
#02,2.78,0.87,7.12,0.89,12.09,17.63,,,
#03,2.78,0.88,7.15,0.89,12.15,17.7,,,
Mean,2.79,0.88,7.13,0.89,12.12,17.67,DEP043792,Milk Donors-Raw,1/21/2026 8:26:17 AM
StdDev,0.004,0.006,0.02,0.003,0.028,0.031,,,
,,,,,,,,,
DEP043782,,Milk Donors-Raw,,,,,,,
,Fat,Protein,Lactose,Nutr Pro,Solids,Cal,,,
Replicate,g/100g,g/100g,g/100g,g/100g,g/100g,-,,,
#01,2.92,0.93,6.48,0.91,11.6,17.35,,,
#02,2.92,0.93,6.5,0.91,11.61,17.38,,,
#03,2.92,0.93,6.48,0.91,11.59,17.35,,,
Mean,2.92,0.93,6.48,0.91,11.6,17.36,DEP043782,Milk Donors-Raw,1/23/2026 8:44:32 AM
StdDev,0.003,0,0.011,0,0.012,0.016,,,
,,,,,,,,,
DEP043743,,Milk Donors-Raw,,,,,,,
,Fat,Protein,Lactose,Nutr Pro,Solids,Cal,,,
Replicate,g/100g,g/100g,g/100g,g/100g,g/100g,-,,,
#01,5.59,1.33,6.97,1.1,16.03,26.04,,,
#02,5.58,1.33,6.97,1.1,16.02,26,,,
#03,5.59,1.33,6.97,1.09,16.02,26.03,,,
Mean,5.59,1.33,6.97,1.1,16.03,26.02,DEP043743,Milk Donors-Raw,1/20/2026 8:29:38 AM
StdDev,0.005,0.002,0.005,0.001,0.004,0.017,,,
,,,,,,,,,
DEP043727,,Milk Donors-Raw,,,,,,,
,Fat,Protein,Lactose,Nutr Pro,Solids,Cal,,,
Replicate,g/100g,g/100g,g/100g,g/100g,g/100g,-,,,
#01,3.53,1.03,7.23,0.96,13.51,20.1,,,
#02,3.52,1.03,7.23,0.96,13.49,20.08,,,
#03,3.53,1.03,7.26,0.96,13.53,20.16,,,
Mean,3.53,1.03,7.24,0.96,13.51,20.11,DEP043727,Milk Donors-Raw,1/20/2026 8:18:14 AM
StdDev,0.006,0.004,0.019,0.002,0.023,0.042,,,
,,,,,,,,,
DEP043706,,Milk Donors-Raw,,,,,,,
,Fat,Protein,Lactose,Nutr Pro,Solids,Cal,,,
Replicate,g/100g,g/100g,g/100g,g/100g,g/100g,-,,,
#01,4.78,1.35,8.65,1.1,17.02,25.8,,,
#02,4.8,1.35,8.68,1.11,17.08,25.91,,,
#03,4.79,1.35,8.7,1.1,17.08,25.88,,,
Mean,4.79,1.35,8.68,1.1,17.06,25.86,DEP043706,Milk Donors-Raw,1/23/2026 8:16:02 AM
StdDev,0.011,0.003,0.025,0.001,0.038,0.057,,,
,,,,,,,,,
DEP043614,,Milk Donors-Raw,,,,,,,
,Fat,Protein,Lactose,Nutr Pro,Solids,Cal,,,
Replicate,g/100g,g/100g,g/100g,g/100g,g/100g,-,,,
#01,3.13,1.16,6.46,1.02,12.21,18.31,,,
#02,3.14,1.15,6.44,1.01,12.17,18.3,,,
#03,3.14,1.15,6.45,1.01,12.18,18.31,,,
Mean,3.14,1.15,6.45,1.01,12.19,18.31,DEP043614,Milk Donors-Raw,1/21/2026 8:24:17 AM
StdDev,0.005,0.004,0.008,0.002,0.019,0.006,,,
,,,,,,,,,
DEP043608,,Milk Donors-Raw,,,,,,,
,Fat,Protein,Lactose,Nutr Pro,Solids,Cal,,,
Replicate,g/100g,g/100g,g/100g,g/100g,g/100g,-,,,
#01,3.27,1.31,7.07,1.09,13.29,19.69,,,
#02,3.25,1.31,7.08,1.09,13.29,19.65,,,
#03,3.26,1.31,7.06,1.09,13.27,19.64,,,
Mean,3.26,1.31,7.07,1.09,13.28,19.66,DEP043608,Milk Donors-Raw,1/23/2026 8:18:27 AM
StdDev,0.009,0.001,0.008,0.001,0.015,0.025,,,
,,,,,,,,,
DEP043590,,Milk Donors-Raw,,,,,,,
,Fat,Protein,Lactose,Nutr Pro,Solids,Cal,,,
Replicate,g/100g,g/100g,g/100g,g/100g,g/100g,-,,,
#01,3.49,0.97,6.71,0.93,12.75,19.28,,,
#02,3.49,0.97,6.72,0.93,12.76,19.28,,,
#03,3.49,0.97,6.72,0.93,12.77,19.3,,,
Mean,3.49,0.97,6.71,0.93,12.76,19.29,DEP043590,Milk Donors-Raw,1/23/2026 8:20:26 AM
StdDev,0.002,0.003,0.003,0.001,0.007,0.011,,,
,,,,,,,,,
DEP043580,,Milk Donors-Raw,,,,,,,
,Fat,Protein,Lactose,Nutr Pro,Solids,Cal,,,
Replicate,g/100g,g/100g,g/100g,g/100g,g/100g,-,,,
#01,4.89,0.9,6.66,0.9,14.28,22.99,,,
#02,4.89,0.9,6.65,0.9,14.27,22.99,,,
#03,4.91,0.9,6.68,0.9,14.3,23.07,,,
Mean,4.9,0.9,6.66,0.9,14.29,23.01,DEP043580,Milk Donors-Raw,1/20/2026 8:15:55 AM
StdDev,0.012,0.001,0.011,0,0.015,0.045,,,
,,,,,,,,,
DEP043541,,Milk Donors-Raw,,,,,,,
,Fat,Protein,Lactose,Nutr Pro,Solids,Cal,,,
Replicate,g/100g,g/100g,g/100g,g/100g,g/100g,-,,,
#01,4.32,1.47,6.94,1.16,14.44,22.7,,,
#02,4.32,1.48,6.94,1.16,14.45,22.73,,,
#03,4.33,1.48,6.94,1.16,14.44,22.73,,,
Mean,4.32,1.48,6.94,1.16,14.45,22.72,DEP043541,Milk Donors-Raw,1/19/2026 8:19:04 AM
StdDev,0.005,0.004,0.002,0.002,0.005,0.019,,,
,,,,,,,,,
DEP043479,,Milk Donors-Raw,,,,,,,
,Fat,Protein,Lactose,Nutr Pro,Solids,Cal,,,
Replicate,g/100g,g/100g,g/100g,g/100g,g/100g,-,,,
#01,3.23,0.98,6.69,0.94,12.31,18.56,,,
#02,3.24,0.98,6.69,0.94,12.32,18.59,,,
#03,3.23,0.98,6.72,0.94,12.34,18.58,,,
Mean,3.23,0.98,6.7,0.94,12.32,18.58,DEP043479,Milk Donors-Raw,1/23/2026 8:36:01 AM
StdDev,0.004,0.002,0.015,0.001,0.015,0.013,,,
,,,,,,,,,
DEP043427,,Milk Donors-Raw,,,,,,,
,Fat,Protein,Lactose,Nutr Pro,Solids,Cal,,,
Replicate,g/100g,g/100g,g/100g,g/100g,g/100g,-,,,
#01,3.5,1.07,6.73,0.98,12.76,19.49,,,
#02,3.49,1.07,6.74,0.98,12.77,19.47,,,
#03,3.5,1.07,6.73,0.98,12.75,19.48,,,
Mean,3.49,1.07,6.73,0.98,12.76,19.48,DEP043427,Milk Donors-Raw,1/22/2026 8:41:38 AM
StdDev,0.007,0.002,0.006,0.001,0.01,0.012,,,
,,,,,,,,,
DEP043340,,Milk Donors-Raw,,,,,,,
,Fat,Protein,Lactose,Nutr Pro,Solids,Cal,,,
Replicate,g/100g,g/100g,g/100g,g/100g,g/100g,-,,,
#01,3.8,1.13,6.75,1.01,13.37,20.47,,,
#02,3.8,1.13,6.77,1,13.39,20.47,,,
#03,3.81,1.13,6.79,1.01,13.42,20.55,,,
Mean,3.8,1.13,6.77,1,13.4,20.5,DEP043340,Milk Donors-Raw,1/21/2026 8:22:07 AM
StdDev,0.008,0.003,0.022,0.001,0.026,0.046,,,
,,,,,,,,,
DEP043226,,Milk Donors-Raw,,,,,,,
,Fat,Protein,Lactose,Nutr Pro,Solids,Cal,,,
Replicate,g/100g,g/100g,g/100g,g/100g,g/100g,-,,,
#01,3.55,1.11,7.06,1,13.37,20.11,,,
#02,3.56,1.12,7.04,1,13.35,20.12,,,
#03,3.57,1.12,7.07,1,13.39,20.16,,,
Mean,3.56,1.11,7.06,1,13.37,20.13,DEP043226,Milk Donors-Raw,1/23/2026 8:38:26 AM
StdDev,0.007,0.001,0.014,0.001,0.016,0.028,,,
,,,,,,,,,
DEP043224,,Milk Donors-Raw,,,,,,,
,Fat,Protein,Lactose,Nutr Pro,Solids,Cal,,,
Replicate,g/100g,g/100g,g/100g,g/100g,g/100g,-,,,
#01,4.18,1.28,6.91,1.07,14.05,21.96,,,
#02,4.18,1.28,6.93,1.07,14.07,21.97,,,
#03,4.17,1.28,6.93,1.07,14.07,21.96,,,
Mean,4.18,1.28,6.92,1.07,14.06,21.96,DEP043224,Milk Donors-Raw,1/23/2026 8:46:31 AM
StdDev,0.003,0.003,0.01,0.001,0.013,0.009,,,
,,,,,,,,,
DEP043157,,Milk Donors-Raw,,,,,,,
,Fat,Protein,Lactose,Nutr Pro,Solids,Cal,,,
Replicate,g/100g,g/100g,g/100g,g/100g,g/100g,-,,,
#01,2.96,1.03,6.99,0.96,12.47,18.24,,,
#02,2.97,1.03,6.97,0.96,12.44,18.23,,,
#03,2.96,1.03,6.97,0.96,12.45,18.23,,,
Mean,2.96,1.03,6.98,0.96,12.45,18.24,DEP043157,Milk Donors-Raw,1/19/2026 8:23:38 AM
StdDev,0.004,0.003,0.011,0.001,0.017,0.005,,,
,,,,,,,,,
DEP043155,,Milk Donors-Raw,,,,,,,
,Fat,Protein,Lactose,Nutr Pro,Solids,Cal,,,
Replicate,g/100g,g/100g,g/100g,g/100g,g/100g,-,,,
#01,2.18,1.03,6.79,0.96,11.32,15.86,,,
#02,2.17,1.03,6.81,0.96,11.32,15.85,,,
#03,2.18,1.04,6.8,0.96,11.32,15.86,,,
Mean,2.18,1.03,6.8,0.96,11.32,15.85,DEP043155,Milk Donors-Raw,1/22/2026 8:21:42 AM
StdDev,0.005,0.004,0.009,0.002,0.004,0.007,,,
,,,,,,,,,
DEP043137,,Milk Donors-Raw,,,,,,,
,Fat,Protein,Lactose,Nutr Pro,Solids,Cal,,,
Replicate,g/100g,g/100g,g/100g,g/100g,g/100g,-,,,
#01,4.26,1.01,6.99,0.95,14.02,21.82,,,
#02,4.26,1.02,7.01,0.96,14.08,21.87,,,
#03,4.27,1.01,7,0.95,14.05,21.87,,,
Mean,4.27,1.01,7,0.95,14.05,21.85,DEP043137,Milk Donors-Raw,1/22/2026 8:23:41 AM
StdDev,0.006,0.006,0.013,0.003,0.027,0.031,,,
,,,,,,,,,
DEP043081,,Milk Donors-Raw,,,,,,,
,Fat,Protein,Lactose,Nutr Pro,Solids,Cal,,,
Replicate,g/100g,g/100g,g/100g,g/100g,g/100g,-,,,
#01,3.35,1.34,7.12,1.1,13.5,19.99,,,
#02,3.34,1.34,7.09,1.1,13.47,19.93,,,
#03,3.35,1.34,7.13,1.1,13.52,20.01,,,
Mean,3.35,1.34,7.11,1.1,13.49,19.98,DEP043081,Milk Donors-Raw,1/19/2026 8:13:25 AM
StdDev,0.006,0.003,0.018,0.001,0.026,0.041,,,
,,,,,,,,,
DEP043077,,Milk Donors-Raw,,,,,,,
,Fat,Protein,Lactose,Nutr Pro,Solids,Cal,,,
Replicate,g/100g,g/100g,g/100g,g/100g,g/100g,-,,,
#01,3.44,1.33,6.19,1.1,12.68,19.13,,,
#02,3.44,1.33,6.2,1.09,12.69,19.15,,,
#03,3.45,1.34,6.2,1.1,12.7,19.18,,,
Mean,3.44,1.33,6.2,1.1,12.69,19.16,DEP043077,Milk Donors-Raw,1/21/2026 8:40:59 AM
StdDev,0.005,0.004,0.004,0.002,0.01,0.025,,,
,,,,,,,,,
DEP043025,,Milk Donors-Raw,,,,,,,
,Fat,Protein,Lactose,Nutr Pro,Solids,Cal,,,
Replicate,g/100g,g/100g,g/100g,g/100g,g/100g,-,,,
#01,3.28,0.87,7.38,0.89,13.14,19.32,,,
#02,3.27,0.87,7.36,0.89,13.12,19.28,,,
#03,3.29,0.87,7.37,0.89,13.14,19.36,,,
Mean,3.28,0.87,7.37,0.89,13.13,19.32,DEP043025,Milk Donors-Raw,1/21/2026 8:45:00 AM
StdDev,0.011,0.002,0.011,0.001,0.012,0.039,,,
,,,,,,,,,
DEP043021,,Milk Donors-Raw,,,,,,,
,Fat,Protein,Lactose,Nutr Pro,Solids,Cal,,,
Replicate,g/100g,g/100g,g/100g,g/100g,g/100g,-,,,
#01,3.79,1.31,7.15,1.08,14.02,21.2,,,
#02,3.79,1.31,7.16,1.08,14.03,21.2,,,
#03,3.78,1.31,7.17,1.08,14.04,21.21,,,
Mean,3.79,1.31,7.16,1.08,14.03,21.21,DEP043021,Milk Donors-Raw,1/20/2026 8:37:19 AM
StdDev,0.001,0.001,0.008,0,0.008,0.007,,,
,,,,,,,,,
DEP043012,,Milk Donors-Raw,,,,,,,
,Fat,Protein,Lactose,Nutr Pro,Solids,Cal,,,
Replicate,g/100g,g/100g,g/100g,g/100g,g/100g,-,,,
#01,3.8,1.15,7.25,1.02,13.88,21.09,,,
#02,3.78,1.14,7.28,1.01,13.89,21.06,,,
#03,3.79,1.14,7.3,1.01,13.91,21.09,,,
Mean,3.79,1.15,7.28,1.01,13.89,21.08,DEP043012,Milk Donors-Raw,1/21/2026 8:19:50 AM
StdDev,0.008,0.007,0.022,0.003,0.011,0.018,,,
,,,,,,,,,
DEP042993,,Milk Donors-Raw,,,,,,,
,Fat,Protein,Lactose,Nutr Pro,Solids,Cal,,,
Replicate,g/100g,g/100g,g/100g,g/100g,g/100g,-,,,
#01,3.45,1.27,7.18,1.07,13.43,20.22,,,
#02,3.46,1.28,7.15,1.07,13.4,20.24,,,
#03,3.46,1.28,7.19,1.07,13.46,20.29,,,
Mean,3.46,1.28,7.17,1.07,13.43,20.25,DEP042993,Milk Donors-Raw,1/19/2026 8:09:33 AM
StdDev,0.009,0.003,0.021,0.001,0.026,0.033,,,
,,,,,,,,,
DEP042907,,Milk Donors-Raw,,,,,,,
,Fat,Protein,Lactose,Nutr Pro,Solids,Cal,,,
Replicate,g/100g,g/100g,g/100g,g/100g,g/100g,-,,,
#01,3.24,1.23,6.95,1.05,12.84,19.32,,,
#02,3.23,1.23,6.96,1.05,12.84,19.29,,,
#03,3.24,1.23,6.97,1.05,12.87,19.35,,,
Mean,3.24,1.23,6.96,1.05,12.85,19.32,DEP042907,Milk Donors-Raw,1/19/2026 8:26:07 AM
StdDev,0.008,0.001,0.012,0.001,0.015,0.031,,,
,,,,,,,,,
DEP042862,,Milk Donors-Raw,,,,,,,
,Fat,Protein,Lactose,Nutr Pro,Solids,Cal,,,
Replicate,g/100g,g/100g,g/100g,g/100g,g/100g,-,,,
#01,2.85,1.09,7.24,0.99,12.7,18.35,,,
#02,2.83,1.09,7.25,0.99,12.7,18.3,,,
#03,2.83,1.08,7.23,0.98,12.66,18.27,,,
Mean,2.84,1.09,7.24,0.99,12.69,18.31,DEP042862,Milk Donors-Raw,1/22/2026 8:17:39 AM
StdDev,0.012,0.005,0.007,0.002,0.022,0.043,,,
,,,,,,,,,
DEP042860,,Milk Donors-Raw,,,,,,,
,Fat,Protein,Lactose,Nutr Pro,Solids,Cal,,,
Replicate,g/100g,g/100g,g/100g,g/100g,g/100g,-,,,
#01,3.95,1.61,6.95,1.22,14.28,21.92,,,
#02,3.96,1.61,6.95,1.22,14.28,21.94,,,
#03,3.97,1.61,6.95,1.22,14.29,21.98,,,
Mean,3.96,1.61,6.95,1.22,14.28,21.95,DEP042860,Milk Donors-Raw,1/19/2026 8:15:14 AM
StdDev,0.009,0.002,0.005,0.001,0.003,0.027,,,
,,,,,,,,,
DEP042835,,Milk Donors-Raw,,,,,,,
,Fat,Protein,Lactose,Nutr Pro,Solids,Cal,,,
Replicate,g/100g,g/100g,g/100g,g/100g,g/100g,-,,,
#01,3.56,0.99,6.89,0.94,12.71,19.73,,,
#02,3.58,0.99,6.88,0.94,12.7,19.78,,,
#03,3.57,1,6.9,0.95,12.73,19.78,,,
Mean,3.57,0.99,6.89,0.94,12.71,19.76,DEP042835,Milk Donors-Raw,1/19/2026 8:28:27 AM
StdDev,0.012,0.004,0.009,0.002,0.014,0.031,,,
,,,,,,,,,
DEP042699,,Milk Donors-Raw,,,,,,,
,Fat,Protein,Lactose,Nutr Pro,Solids,Cal,,,
Replicate,g/100g,g/100g,g/100g,g/100g,g/100g,-,,,
#01,3.56,1.12,7.01,1,13.43,20.08,,,
#02,3.57,1.12,7,1,13.41,20.08,,,
#03,3.57,1.12,7,1,13.4,20.08,,,
Mean,3.56,1.12,7,1,13.41,20.08,DEP042699,Milk Donors-Raw,1/20/2026 8:26:09 AM
StdDev,0.004,0.002,0.007,0.001,0.015,0.002,,,
,,,,,,,,,
DEP042651,,Milk Donors-Raw,,,,,,,
,Fat,Protein,Lactose,Nutr Pro,Solids,Cal,,,
Replicate,g/100g,g/100g,g/100g,g/100g,g/100g,-,,,
#01,3.3,0.91,6.85,0.91,12.46,18.82,,,
#02,3.32,0.91,6.84,0.9,12.44,18.85,,,
#03,3.31,0.91,6.85,0.91,12.47,18.86,,,
Mean,3.31,0.91,6.85,0.91,12.46,18.84,DEP042651,Milk Donors-Raw,1/19/2026 8:37:46 AM
StdDev,0.01,0.004,0.01,0.002,0.017,0.018,,,
,,,,,,,,,
DEP042589,,Milk Donors-Raw,,,,,,,
